source,source_name,target,target_name,via
8454,富邦媒,META,Meta (臉書),
2352,佳世達,DELL,Dell (戴爾),
2352,佳世達,DELL,Dell (戴爾),
2353,宏碁,DELL,Dell (戴爾),
2353,宏碁,DELL,Dell (戴爾),
2357,華碩,DELL,Dell (戴爾),
2377,微星,DELL,Dell (戴爾),
3005,神基,DELL,Dell (戴爾),
3558,神準,DELL,Dell (戴爾),
3693,營邦,DELL,Dell (戴爾),
3693,營邦,DELL,Dell (戴爾),
4919,新唐,DELL,Dell (戴爾),
6245,立端,DELL,Dell (戴爾),
6669,緯穎,DELL,Dell (戴爾),
,,DELL,Dell (戴爾),
1533,車王電,1211.HK,BYD (比亞迪),
8038,長園科,1211.HK,BYD (比亞迪),
2236,百達-KY,EO.PA,Faurecia (佛吉亞),
1319,東陽,MGA,Magna (麥格納),
1536,和大,MGA,Magna (麥格納),
4915,致伸,MGA,Magna (麥格納),
4938,和碩,MGA,Magna (麥格納),
5243,乙盛-KY,MGA,Magna (麥格納),
8044,網家,AMZN,Amazon (亞馬遜),
8069,元太,AMZN,Amazon (亞馬遜),
2379,瑞昱,2454.TW,MediaTek (聯發科),
5371,中光電,BenQ_Brand,BenQ (Brand),
2105,正新,CON.DE,Continental (大陸集團),
2231,為升,CON.DE,Continental (大陸集團),
2231,為升,CON.DE,Continental (大陸集團),
2409,友達,CON.DE,Continental (大陸集團),
2497,怡利電,CON.DE,Continental (大陸集團),
3380,明泰,CON.DE,Continental (大陸集團),
3552,同致,CON.DE,Continental (大陸集團),
4551,智伸科,CON.DE,Continental (大陸集團),
5309,系統電,CON.DE,Continental (大陸集團),
6285,啟碁,CON.DE,Continental (大陸集團),
2345,智邦,ANET,Arista Networks,
5269,祥碩,6756,威鋒電子,
5351,鈺創,6756,威鋒電子,
6104,創惟,6756,威鋒電子,
6104,創惟,6756,威鋒電子,
2329,華泰,3711.0,ASE (日月光),
6271,同欣電,3711.0,ASE (日月光),
1319,東陽,FR.PA,Valeo (法雷奧),
3552,同致,FR.PA,Valeo (法雷奧),
3552,同致,FR.PA,Valeo (法雷奧),
8255,朋程,FR.PA,Valeo (法雷奧),
,,FR.PA,Valeo (法雷奧),
1503,士電,SIE.DE,Siemens (西門子),
1504,東元,SIE.DE,Siemens (西門子),
1513,中興電,SIE.DE,Siemens (西門子),
2308,台達電,SIE.DE,Siemens (西門子),
2388,威盛,SIE.DE,Siemens (西門子),
2395,研華,SIE.DE,Siemens (西門子),
2471,資通,SIE.DE,Siemens (西門子),
6245,立端,SIE.DE,Siemens (西門子),
9933,中鼎,SIE.DE,Siemens (西門子),
6414,樺漢,SIE.DE,Siemens (西門子),
2482,連宇,Priv.,Verifone (惠爾豐),
2482,連宇,Priv.,Verifone (惠爾豐),
4915,致伸,Priv.,Verifone (惠爾豐),
2206,三陽工業,7267.T,Honda (本田),
8464,億豐,Priv.,IKEA (宜家),
9911,櫻花,Priv.,IKEA (宜家),
2603,長榮,HLAG,Hapag-Lloyd (赫伯羅德),
2609,陽明,Priv.,ONE (海洋網聯),
3019,亞光,011070.KS,LG Innotek,
3037,欣興,011070.KS,LG Innotek,
3189,景碩,011070.KS,LG Innotek,
3617,碩天,ENPH,Enphase Energy,
3163,波若威,002281.SZ,Accelink (光迅科技),
2301,光寶科,6412,群電,
2301,光寶科,6412,群電,
6148,驊宏資,6412,群電,
2451,創見,GRMN,Garmin (台灣國際航電),
3306,鼎天,GRMN,Garmin (台灣國際航電),
3706,神達,GRMN,Garmin (台灣國際航電),
3706,神達,TOM2,TomTom,
2227,裕日車,VOLCAR-B,Volvo (富豪汽車),
6414,樺漢,AMAT,Applied Materials (應用材料),
1785,光洋科,HON,Honeywell (霍尼韋爾),
1810,和成,HON,Honeywell (霍尼韋爾),
2486,一詮,HON,Honeywell (霍尼韋爾),
3416,融程電,HON,Honeywell (霍尼韋爾),
3653,健策,HON,Honeywell (霍尼韋爾),
2207,和泰車,MBG.DE,Mercedes-Benz (賓士),
1783,和康生,MDT,Medtronic (美敦力),
2474,可成,MDT,Medtronic (美敦力),
4107,邦特,MDT,Medtronic (美敦力),
4107,邦特,MDT,Medtronic (美敦力),
4126,太醫,MDT,Medtronic (美敦力),
4129,聯合,MDT,Medtronic (美敦力),
4163,鐿鈦,MDT,Medtronic (美敦力),
4551,智伸科,MDT,Medtronic (美敦力),
4736,泰博,MDT,Medtronic (美敦力),
2493,揚博,6763,綠界科技*,
5478,智冠,6763,綠界科技*,
1720,生達,1795,美時,
1789,神隆,1795,美時,
4722,國精化,1795,美時,
4746,台耀,1795,美時,
1786,科妍,SNY,Sanofi (賽諾菲),
2104,國際中橡,SNY,Sanofi (賽諾菲),
4119,旭富,SNY,Sanofi (賽諾菲),
4142,國光生,SNY,Sanofi (賽諾菲),
4743,合一,SNY,Sanofi (賽諾菲),
4746,台耀,SNY,Sanofi (賽諾菲),
4147,中裕,TH.TO,Theratechnologies,
2455,全新,COHR,Coherent (II-VI),
3016,嘉晶,COHR,Coherent (II-VI),
3081,聯亞,COHR,Coherent (II-VI),
3105,穩懋,COHR,Coherent (II-VI),
3163,波若威,COHR,Coherent (II-VI),
4908,前鼎,COHR,Coherent (II-VI),
4934,太極,COHR,Coherent (II-VI),
4977,眾達-KY,COHR,Coherent (II-VI),
4977,眾達-KY,COHR,Coherent (II-VI),
4979,華星光,COHR,Coherent (II-VI),
4979,華星光,COHR,Coherent (II-VI),
6442,光聖,COHR,Coherent (II-VI),
6488,環球晶,COHR,Coherent (II-VI),
8086,宏捷科,COHR,Coherent (II-VI),
3105,穩懋,SWKS,Skyworks (思佳訊),
3105,穩懋,SWKS,Skyworks (思佳訊),
3152,璟德,SWKS,Skyworks (思佳訊),
4968,立積,SWKS,Skyworks (思佳訊),
4968,立積,SWKS,Skyworks (思佳訊),
4991,環宇-KY,SWKS,Skyworks (思佳訊),
8086,宏捷科,SWKS,Skyworks (思佳訊),
2345,智邦,MRVL,Marvell (邁威爾 - 合作夥伴),
2379,瑞昱,MRVL,Marvell (邁威爾 - 合作夥伴),
2454,聯發科,MRVL,Marvell (邁威爾 - 合作夥伴),
3443,創意,MRVL,Marvell (邁威爾 - 合作夥伴),
3443,創意,MRVL,Marvell (邁威爾 - 合作夥伴),
3661,世芯-KY,MRVL,Marvell (邁威爾 - 合作夥伴),
3661,世芯-KY,MRVL,Marvell (邁威爾 - 合作夥伴),
4908,前鼎,MRVL,Marvell (邁威爾 - 合作夥伴),
4966,譜瑞-KY,MRVL,Marvell (邁威爾 - 合作夥伴),
4977,眾達-KY,MRVL,Marvell (邁威爾 - 合作夥伴),
5269,祥碩,MRVL,Marvell (邁威爾 - 合作夥伴),
8054,安國,MRVL,Marvell (邁威爾 - 合作夥伴),
8299,群聯,MRVL,Marvell (邁威爾 - 合作夥伴),
8299,群聯,MRVL,Marvell (邁威爾 - 合作夥伴),
3596,智易,0763.HK,ZTE (中興通訊),
5388,中磊,0763.HK,ZTE (中興通訊),
2395,研華,KTN.DE,Kontron,
5309,系統電,KTN.DE,Kontron,
8050,廣積,KTN.DE,Kontron,
8114,振樺電,KTN.DE,Kontron,
3257,虹冠電,MPWR,MPS,
6138,茂達,MPWR,MPS,
8081,致新,MPWR,MPS,
8081,致新,MPWR,MPS,
6415,矽力*-KY,MPWR,MPS,
6415,矽力*-KY,MPWR,MPS,
2231,為升,6285,啟碁,
2312,金寶,6285,啟碁,
3062,建漢,6285,啟碁,
3062,建漢,6285,啟碁,
3306,鼎天,6285,啟碁,
3338,泰碩,6285,啟碁,
3380,明泰,6285,啟碁,
3380,明泰,6285,啟碁,
3416,融程電,6285,啟碁,
3454,晶睿,6285,啟碁,
3479,安勤,6285,啟碁,
3491,昇達科,6285,啟碁,
3552,同致,6285,啟碁,
3552,同致,6285,啟碁,
3558,神準,6285,啟碁,
3596,智易,6285,啟碁,
3596,智易,6285,啟碁,
3596,智易,6285,啟碁,
3596,智易,6285,啟碁,
3689,湧德,6285,啟碁,
3704,合勤控,6285,啟碁,
3706,神達,6285,啟碁,
4906,正文,6285,啟碁,
4916,事欣科,6285,啟碁,
5388,中磊,6285,啟碁,
5388,中磊,6285,啟碁,
6271,同欣電,6285,啟碁,
2388,威盛,6414,樺漢,
2395,研華,6414,樺漢,
3022,威強電,6414,樺漢,
3022,威強電,6414,樺漢,
3046,建碁,6414,樺漢,
3515,華擎,6414,樺漢,
3563,牧德,6414,樺漢,
3693,營邦,6414,樺漢,
3706,神達,6414,樺漢,
4916,事欣科,6414,樺漢,
5289,宜鼎,6414,樺漢,
5309,系統電,6414,樺漢,
8050,廣積,6414,樺漢,
8114,振樺電,6414,樺漢,
1560,中砂,8028,昇陽半導體,
3583,辛耘,8028,昇陽半導體,
2441,超豐,AMKR,Amkor,
2449,京元電子,AMKR,Amkor,
2449,京元電子,AMKR,Amkor,
3264,欣銓,AMKR,Amkor,
3265,台星科,AMKR,Amkor,
3374,精材,AMKR,Amkor,
3454,晶睿,AMKR,Amkor,
3479,安勤,AMKR,Amkor,
3481,群創,AMKR,Amkor,
3711,日月光投控,AMKR,Amkor,
3711,日月光投控,AMKR,Amkor,
3711,日月光投控,AMKR,Amkor,
6147,頎邦,AMKR,Amkor,
6239,力成,AMKR,Amkor,
6257,矽格,AMKR,Amkor,
6271,同欣電,AMKR,Amkor,
6271,同欣電,AMKR,Amkor,
8150,南茂,AMKR,Amkor,
8150,南茂,AMKR,Amkor,
6451,訊芯-KY,AMKR,Amkor,
2342,茂矽,ON,ON Semi (安森美),
2481,強茂,ON,ON Semi (安森美),
3257,虹冠電,ON,ON Semi (安森美),
3675,德微,ON,ON Semi (安森美),
5425,台半,ON,ON Semi (安森美),
8255,朋程,ON,ON Semi (安森美),
8261,富鼎,ON,ON Semi (安森美),
,,ON,ON Semi (安森美),
6415,矽力*-KY,ON,ON Semi (安森美),
1504,東元,SU.PA,Schneider Electric (施耐德/APC),
3046,建碁,SU.PA,Schneider Electric (施耐德/APC),
3078,僑威,SU.PA,Schneider Electric (施耐德/APC),
3324,雙鴻,SU.PA,Schneider Electric (施耐德/APC),
3617,碩天,SU.PA,Schneider Electric (施耐德/APC),
6121,新普,SU.PA,Schneider Electric (施耐德/APC),
6409,旭隼,SU.PA,Schneider Electric (施耐德/APC),
8038,長園科,SU.PA,Schneider Electric (施耐德/APC),
2308,台達電,VRT,Vertiv (維諦),
3013,晟銘電,VRT,Vertiv (維諦),
3017,奇鋐,VRT,Vertiv (維諦),
3324,雙鴻,VRT,Vertiv (維諦),
3483,力致,VRT,Vertiv (維諦),
3617,碩天,VRT,Vertiv (維諦),
3617,碩天,VRT,Vertiv (維諦),
3653,健策,VRT,Vertiv (維諦),
6125,廣運,VRT,Vertiv (維諦),
6230,尼得科超眾,VRT,Vertiv (維諦),
6409,旭隼,VRT,Vertiv (維諦),
6409,旭隼,VRT,Vertiv (維諦),
6669,緯穎,VRT,Vertiv (維諦),
8210,勤誠,VRT,Vertiv (維諦),
6282,康舒,VRT,Vertiv (維諦),
6153,嘉聯益,DSBJ,MFLEX (淳華),
3356,奇偶,6462,神盾,
3362,先進光,6462,神盾,
3545,敦泰,6462,神盾,
6456,GIS-KY,6462,神盾,
6143,振曜,VU.PA,VusionGroup (SES-imagotag),
1503,士電,6902.T,Denso (電裝),
1533,車王電,6902.T,Denso (電裝),
2231,為升,6902.T,Denso (電裝),
2308,台達電,6902.T,Denso (電裝),
3380,明泰,6902.T,Denso (電裝),
3481,群創,6902.T,Denso (電裝),
4551,智伸科,6902.T,Denso (電裝),
5392,能率,6902.T,Denso (電裝),
8255,朋程,6902.T,Denso (電裝),
2330,台積電,NVDA,Nvidia (輝達 - 終端),
2345,智邦,NVDA,Nvidia (輝達 - 終端),
2345,智邦,NVDA,Nvidia (輝達 - 終端),
2359,所羅門,NVDA,Nvidia (輝達 - 終端),
2395,研華,NVDA,Nvidia (輝達 - 終端),
2454,聯發科,NVDA,Nvidia (輝達 - 終端),
2498,宏達電,NVDA,Nvidia (輝達 - 終端),
3661,世芯-KY,NVDA,Nvidia (輝達 - 終端),
3661,世芯-KY,NVDA,Nvidia (輝達 - 終端),
5289,宜鼎,NVDA,Nvidia (輝達 - 終端),
6245,立端,NVDA,Nvidia (輝達 - 終端),
8299,群聯,NVDA,Nvidia (輝達 - 終端),
3228,金麗科,AMD,AMD (超微 - 終端),
5269,祥碩,AMD,AMD (超微 - 終端),
2634,漢翔,LMT,Lockheed Martin (洛克希德馬丁),
3491,昇達科,LMT,Lockheed Martin (洛克希德馬丁),
8033,雷虎,LMT,Lockheed Martin (洛克希德馬丁),
8383,千附,LMT,Lockheed Martin (洛克希德馬丁),
8467,波力-KY,Private,CCM Hockey,
9921,巨大,Private,Specialized (SBC),
9914,美利達,Giant,GIANT (Own Brand),
9914,美利達,Giant,GIANT (Own Brand),
1210,大成,1219,福壽,
1215,卜蜂,1219,福壽,
1218,泰山,1219,福壽,
1229,聯華,1219,福壽,
1216,統一,2608,嘉里大榮,
4104,佳醫,2608,嘉里大榮,
9917,中保科,2608,嘉里大榮,
1218,泰山,1217,愛之味,
1218,泰山,1234,黑松,
1303,南亞,1409,新纖,
1402,遠東新,1409,新纖,
1305,華夏,1313,聯成,
1319,東陽,1339,昭輝,
1319,東陽,1522,堤維西,
1319,東陽,1524,耿鼎,
1319,東陽,4543,萬在,
1319,東陽,1587,吉茂,
1326,台化,1447,力鵬,
1419,新紡,1464,得力,
1434,福懋,1464,得力,
4303,信立,1464,得力,
1419,新紡,2916,滿心,
2915,潤泰全,2916,滿心,
1419,新紡,1417,嘉裕,
1434,福懋,1460,宏遠,
1451,年興,4414,如興,
1513,中興電,1514,亞力,
1519,華城,1514,亞力,
1513,中興電,6869,雲豹能源,
1519,華城,6869,雲豹能源,
1609,大亞,6869,雲豹能源,
2371,大同,6869,雲豹能源,
2392,正崴,6869,雲豹能源,
2723,美食-KY,6869,雲豹能源,
2727,王品,6869,雲豹能源,
4934,太極,6869,雲豹能源,
8926,台汽電,6869,雲豹能源,
8927,北基,6869,雲豹能源,
1515,力山,1598,岱宇,
1532,勤美,2748,雲品,
2707,晶華,2748,雲品,
5607,遠雄港,2748,雲品,
5706,鳳凰,2748,雲品,
1536,和大,1568,倉佑,
1565,精華,6491,晶碩,
1565,精華,6491,晶碩,
1565,精華,6491,晶碩,
3189,景碩,6491,晶碩,
8215,明基材,6491,晶碩,
1565,精華,4771,望隼,
1565,精華,4771,望隼,
1565,精華,6782,視陽,
1565,精華,6782,視陽,
5312,寶島科,6782,視陽,
1589,永冠-KY,2067,嘉鋼,
1590,亞德客-KY,2035,唐榮,
1605,華新,2035,唐榮,
1590,亞德客-KY,1608,華榮,
1605,華新,1608,華榮,
1609,大亞,1608,華榮,
4903,聯光通,1608,華榮,
1605,華新,1618,合機,
1609,大亞,6873,泓德能源,
2371,大同,6873,泓德能源,
2392,正崴,6873,泓德能源,
8926,台汽電,6873,泓德能源,
8927,北基,6873,泓德能源,
1707,葡萄王,1294,漢田生技,
1720,生達,3705,永信,
1777,生泰,3705,永信,
1720,生達,6472,保瑞,
1762,中化生,6472,保瑞,
1777,生泰,6472,保瑞,
1789,神隆,6472,保瑞,
4105,東洋,6472,保瑞,
4114,健喬,6472,保瑞,
4119,旭富,6472,保瑞,
4123,晟德,6472,保瑞,
4142,國光生,6472,保瑞,
4147,中裕,6472,保瑞,
4746,台耀,6472,保瑞,
1722,台肥,1712,興農,
1727,中華化,1730,花仙子,
1762,中化生,6589,台康生技,
1777,生泰,6589,台康生技,
1789,神隆,6589,台康生技,
4105,東洋,6589,台康生技,
4114,健喬,6589,台康生技,
4147,中裕,6589,台康生技,
1786,科妍,4728,雙美,
1810,和成,1817,凱撒衛,
1903,士紙,6504,南六,
2002,中鋼,2023,燁輝,
2008,高興昌,2023,燁輝,
2031,新光鋼,2023,燁輝,
2006,東和鋼鐵,2211,長榮鋼,
2006,東和鋼鐵,2015,豐興,
2006,東和鋼鐵,2028,威致,
2008,高興昌,2020,美亞,
2031,新光鋼,2020,美亞,
2002,中鋼,2029,盛餘,
2008,高興昌,2029,盛餘,
2031,新光鋼,2029,盛餘,
2027,大成鋼,2034,允強,
2027,大成鋼,2030,彰源,
2059,川湖,6584,南俊國際,
3376,新日興,6584,南俊國際,
2231,為升,6712,長聖,
2233,宇隆,3276,宇環,
4916,事欣科,3276,宇環,
2236,百達-KY,1528,恩德,
,,1528,恩德,
2236,百達-KY,4533,協易機,
2347,聯強,3033,威健,
2353,宏碁,2468,華經,
6148,驊宏資,2468,華經,
6196,帆宣,2468,華經,
2393,億光,5244,弘凱,
2395,研華,6166,凌華,
3022,威強電,6166,凌華,
3046,建碁,6166,凌華,
3059,華晶科,6166,凌華,
3558,神準,6166,凌華,
3693,營邦,6166,凌華,
3706,神達,6166,凌華,
5289,宜鼎,6166,凌華,
6245,立端,6166,凌華,
8050,廣積,6166,凌華,
8050,廣積,6166,凌華,
8114,振樺電,6166,凌華,
8210,勤誠,6166,凌華,
6414,樺漢,6166,凌華,
2395,研華,2397,友通,
2395,研華,3088,艾訊,
3706,神達,3088,艾訊,
6245,立端,3088,艾訊,
6245,立端,3088,艾訊,
8050,廣積,3088,艾訊,
8114,振樺電,3088,艾訊,
8155,博智,3088,艾訊,
,,3088,艾訊,
6414,樺漢,3088,艾訊,
2404,漢唐,5536,聖暉*,
5434,崇越,5536,聖暉*,
6139,亞翔,5536,聖暉*,
6139,亞翔,5536,聖暉*,
6196,帆宣,5536,聖暉*,
2428,興勤,2424,隴華,
2436,偉詮電,6101,寬魚國際,
2441,超豐,6265,方土昶,
2449,京元電子,6265,方土昶,
6239,力成,6265,方土昶,
6257,矽格,6265,方土昶,
8110,華東,6265,方土昶,
2441,超豐,6525,捷敏-KY,
2449,京元電子,6525,捷敏-KY,
3264,欣銓,6525,捷敏-KY,
6147,頎邦,6525,捷敏-KY,
6257,矽格,6525,捷敏-KY,
6451,訊芯-KY,6525,捷敏-KY,
2450,神腦,2430,燦坤,
8044,網家,2430,燦坤,
2450,神腦,6281,全國電,
2451,創見,4967,十銓,
3260,威剛,4967,十銓,
3260,威剛,4967,十銓,
8271,宇瞻,4967,十銓,
2460,建通,6126,信音,
2480,敦陽科,6689,伊雲谷,
,,6689,伊雲谷,
2480,敦陽科,6112,邁達特,
3687,歐買尬,6112,邁達特,
6148,驊宏資,6112,邁達特,
6214,精誠,6112,邁達特,
,,6112,邁達特,
2352,佳世達,6690,安碁資訊,
2480,敦陽科,6690,安碁資訊,
6148,驊宏資,6690,安碁資訊,
6214,精誠,6690,安碁資訊,
2481,強茂,3317,尼克森,
3042,晶技,3317,尼克森,
8261,富鼎,3317,尼克森,
2482,連宇,5258,虹堡,
2482,連宇,5258,虹堡,
2348,海悅,2542,興富發,
2501,國建,2542,興富發,
5522,遠雄,2542,興富發,
5522,遠雄,2542,興富發,
5534,長虹,2542,興富發,
2501,國建,2520,冠德,
2548,華固,2520,冠德,
5534,長虹,2520,冠德,
2501,國建,2739,寒舍,
2707,晶華,2739,寒舍,
2707,晶華,2739,寒舍,
5607,遠雄港,2739,寒舍,
2548,華固,5533,皇鼎,
2605,新興,2617,台航,
2606,裕民,2617,台航,
2637,慧洋-KY,2617,台航,
2606,裕民,2641,正德,
2637,慧洋-KY,2641,正德,
5608,四維航,2641,正德,
2612,中航,5609,中菲行,
1210,大成,2729,瓦城,
2727,王品,2729,瓦城,
5903,全家,2729,瓦城,
2727,王品,2752,豆府,
5903,全家,2752,豆府,
2731,雄獅,2706,第一店,
2731,雄獅,2745,五福,
5607,遠雄港,2745,五福,
2731,雄獅,2743,山富,
5607,遠雄港,2743,山富,
2881,富邦金,2888,新光金(下市),
2885,元大金,6024,群益期,
3004,豐達科,4572,駐龍,
4541,晟田,4572,駐龍,
2303,聯電,5007,三星,
2344,華邦電,5007,三星,
2408,南亞科,5007,三星,
2408,南亞科,5007,三星,
2408,南亞科,5007,三星,
3004,豐達科,5007,三星,
3006,晶豪科,5007,三星,
3260,威剛,5007,三星,
3374,精材,5007,三星,
3596,智易,5007,三星,
3711,日月光投控,5007,三星,
6187,萬潤,5007,三星,
6188,廣明,5007,三星,
6239,力成,5007,三星,
6239,力成,5007,三星,
8069,元太,5007,三星,
8150,南茂,5007,三星,
8299,群聯,5007,三星,
8349,恒耀,5007,三星,
8349,恒耀,5007,三星,
3006,晶豪科,6679,鈺太,
3013,晟銘電,6933,AMAX-KY,
3019,亞光,3363,上詮,
3163,波若威,3363,上詮,
3163,波若威,3363,上詮,
3265,台星科,3363,上詮,
3289,宜特,3363,上詮,
3450,聯鈞,3363,上詮,
3548,兆利,3363,上詮,
6187,萬潤,3363,上詮,
6442,光聖,3363,上詮,
6451,訊芯-KY,3363,上詮,
3022,威強電,6569,醫揚,
3046,建碁,6569,醫揚,
3059,華晶科,6569,醫揚,
3078,僑威,6569,醫揚,
4736,泰博,6569,醫揚,
8050,廣積,6569,醫揚,
8114,振樺電,6569,醫揚,
3022,威強電,6206,飛捷,
4915,致伸,6206,飛捷,
8114,振樺電,6206,飛捷,
3022,威強電,8234,新漢,
6245,立端,8234,新漢,
6245,立端,8234,新漢,
,,8234,新漢,
3022,威強電,3564,其陽,
3026,禾伸堂,3048,益登,
3036,文曄,3048,益登,
3090,日電貿,3048,益登,
3702,大聯大,3048,益登,
3027,盛達,6806,森崴能源,
4934,太極,6806,森崴能源,
8926,台汽電,6806,森崴能源,
8927,北基,6806,森崴能源,
2457,飛宏,3015,全漢,
3032,偉訓,3015,全漢,
3078,僑威,3015,全漢,
3078,僑威,3015,全漢,
6203,海韻電,3015,全漢,
6203,海韻電,3015,全漢,
8163,達方,3015,全漢,
6282,康舒,3015,全漢,
6282,康舒,3015,全漢,
6412,群電,3015,全漢,
2363,矽統,6643,M31,
3035,智原,6643,M31,
8054,安國,6643,M31,
6462,神盾,6643,M31,
3036,文曄,8112,至上,
3042,晶技,2484,希華,
3090,日電貿,2484,希華,
6196,帆宣,2484,希華,
3042,晶技,3221,台嘉碩,
3051,力特,4960,誠美材,
8215,明基材,4960,誠美材,
3059,華晶科,4976,佳凌,
3362,先進光,4976,佳凌,
5392,能率,4976,佳凌,
3059,華晶科,6283,淳安,
3059,華晶科,5484,慧友,
3131,弘塑,2440,太空梭,
8374,羅昇,2440,太空梭,
,,2440,太空梭,
3162,精確,4527,方土霖,
,,4526,東台,
3213,茂訊,4942,嘉彰,
3217,優群,3526,凡甲,
3218,大學光,6747,亨泰光(下櫃),
3257,虹冠電,6243,迅杰,
3257,虹冠電,6243,迅杰,
3257,虹冠電,6719,力智,
3588,通嘉,6719,力智,
3675,德微,6719,力智,
6138,茂達,6719,力智,
8081,致新,6719,力智,
8081,致新,6719,力智,
3257,虹冠電,5299,杰力,
8261,富鼎,5299,杰力,
3289,宜特,6830,汎銓,
3289,宜特,6830,汎銓,
3289,宜特,6830,汎銓,
3587,閎康,6830,汎銓,
3587,閎康,6830,汎銓,
3293,鈊象,6542,隆中,
3306,鼎天,3504,揚明光,
6176,瑞儀,3504,揚明光,
6209,今國光,3504,揚明光,
3338,泰碩,3224,三顧,
3356,奇偶,3128,昇銳,
3552,同致,3128,昇銳,
3596,智易,3128,昇銳,
3362,先進光,3630,新鉅科,
3376,新日興,4999,鑫禾,
3413,京鼎,6532,瑞耘,
3413,京鼎,6532,瑞耘,
8383,千附,6532,瑞耘,
3413,京鼎,3551,世禾,
3450,聯鈞,3234,光環,
3491,昇達科,6246,臺龍,
3535,晶彩科,3455,由田,
3535,晶彩科,3455,由田,
3535,晶彩科,3455,由田,
3535,晶彩科,3455,由田,
3563,牧德,3455,由田,
3563,牧德,3455,由田,
3563,牧德,3455,由田,
2402,毅嘉,1582,信錦,
3548,兆利,1582,信錦,
3548,兆利,1582,信錦,
4545,銘鈺,1582,信錦,
3576,聯合再生,6443,元晶,
4934,太極,6443,元晶,
3576,聯合再生,6244,茂迪,
4934,太極,6244,茂迪,
5483,中美晶,6244,茂迪,
6125,廣運,6244,茂迪,
3576,聯合再生,6477,安集,
3583,辛耘,3010,華立,
5434,崇越,3010,華立,
5434,崇越,3010,華立,
8070,長華*,3010,華立,
3587,閎康,6840,東研信超,
2375,凱美,2478,大毅,
3624,光頡,2478,大毅,
3624,光頡,2478,大毅,
3687,歐買尬,7722,LINEPAY,
5478,智冠,7722,LINEPAY,
5903,全家,7722,LINEPAY,
5904,寶雅,7722,LINEPAY,
8044,網家,7722,LINEPAY,
8454,富邦媒,7722,LINEPAY,
3687,歐買尬,6180,橘子,
5478,智冠,6180,橘子,
3687,歐買尬,3546,宇峻,
5478,智冠,3546,宇峻,
4104,佳醫,1788,杏昌,
4105,東洋,6547,高端疫苗,
4142,國光生,6547,高端疫苗,
4142,國光生,6547,高端疫苗,
4114,健喬,1714,和桐,
4123,晟德,1714,和桐,
4114,健喬,1752,南光,
4123,晟德,6794,向榮生技,
4128,中天,6794,向榮生技,
4123,晟德,8482,商億-KY,
4163,鐿鈦,2066,世德,
8349,恒耀,2066,世德,
4164,承業醫,6637,醫影,
4164,承業醫,8403,盛弘,
1305,華夏,1321,大洋,
4303,信立,1321,大洋,
4722,國精化,1321,大洋,
4541,晟田,3178,公準,
5243,乙盛-KY,3178,公準,
6196,帆宣,3178,公準,
8383,千附,3178,公準,
4532,瑞智,8083,瑞穎,
4541,晟田,8083,瑞穎,
4545,銘鈺,2483,百容,
6155,鈞寶,2483,百容,
4736,泰博,4737,華廣,
4736,泰博,4737,華廣,
4736,泰博,1733,五鼎,
4906,正文,2419,仲琦,
4906,正文,2314,台揚,
4908,前鼎,2314,台揚,
4916,事欣科,2314,台揚,
4915,致伸,2331,精英,
4916,事欣科,8076,伍豐,
8114,振樺電,8076,伍豐,
4927,泰鼎-KY,8213,志超,
4927,泰鼎-KY,8213,志超,
6191,精成科,8213,志超,
4953,緯軟,8099,大世科,
5201,凱衛,8099,大世科,
6148,驊宏資,8099,大世科,
5201,凱衛,8284,三竹,
,,6752,叡揚,
,,6776,展碁國際,
5234,達興材料,1711,永光,
5243,乙盛-KY,2489,瑞軒,
5314,世紀*,6741,91APP*-KY,
5314,世紀*,5321,美而快,
5434,崇越,4755,三福化,
5465,富驊,8409,商之器,
5522,遠雄,1808,潤隆,
5607,遠雄港,2719,燦星旅,
5607,遠雄港,2734,易飛網,
5880,合庫金,2834,臺企銀,
5904,寶雅,2908,特力,
6117,迎廣,3540,曜越,
2464,盟立,6438,迅得,
2467,志聖,6438,迅得,
6125,廣運,6438,迅得,
6188,廣明,6438,迅得,
6125,廣運,6667,信紘科,
6139,亞翔,6691,洋基工程,
6139,亞翔,2543,皇昌,
6139,亞翔,5521,工信,
6148,驊宏資,2427,三商電,
6214,精誠,2427,三商電,
6148,驊宏資,5403,中菲,
6214,精誠,5403,中菲,
6155,鈞寶,3236,千如,
6197,佳必琪,3501,維熹,
,,3501,維熹,
6209,今國光,3339,泰谷,
6209,今國光,6517,保勝光學,
6271,同欣電,2241,艾姆勒,
8111,立碁,2241,艾姆勒,
6275,元山,5283,禾聯碩,
2371,大同,1604,聲寶,
6275,元山,1604,聲寶,
,,3357,臺慶科,
,,6224,聚鼎,
6462,神盾,6533,晶心科,
,,1521,大億,
,,1521,大億,
,,1521,大億,
8038,長園科,8027,鈦昇,
4938,和碩,5227,立凱-KY,
8038,長園科,5227,立凱-KY,
2375,凱美,6204,艾華,
8042,金山電,6204,艾華,
8050,廣積,6205,詮欣,
8054,安國,6485,點序,
8054,安國,6695,芯鼎,
8261,富鼎,6435,大中,
8261,富鼎,6435,大中,
8341,日友,6803,崑鼎,
8422,可寧衛*,6803,崑鼎,
8422,可寧衛*,6803,崑鼎,
8422,可寧衛*,6803,崑鼎,
8341,日友,6923,中台,
8341,日友,6923,中台,
8422,可寧衛*,6923,中台,
8422,可寧衛*,6923,中台,
